"set_num","name","year","theme_id","num_parts","img_url","description"
"1540-1","Betsy's Bedroom","1993","652","38","https://cdn.rebrickable.com/media/sets/1540-1.jpg",""
"154-1","Switch Track - 1 Right and 1 Left","1967","235","4","https://cdn.rebrickable.com/media/sets/154-1.jpg",""
"1542-1","Jack Stone Pen","2002","739","16","https://cdn.rebrickable.com/media/sets/1542-1.jpg",""
"1543-2","Pen Belville","2002","739","15","https://cdn.rebrickable.com/media/sets/1543-2.jpg",""
"1544-1","Medium Bucket","1988","505","57","https://cdn.rebrickable.com/media/sets/1544-1.jpg",""
"1545-1","Build-A-Rabbit","1992","229","29","https://cdn.rebrickable.com/media/sets/1545-1.jpg",""
"1546-1","Airplane","1985","728","31","https://cdn.rebrickable.com/media/sets/1546-1.jpg",""
"1546-2","Racers Pen","2002","739","17","https://cdn.rebrickable.com/media/sets/1546-2.jpg",""
"1547-1","Black Knights Boat","1993","188","58","https://cdn.rebrickable.com/media/sets/1547-1.jpg",""
"1548-1","Stena Line Ferry","1992","471","174","https://cdn.rebrickable.com/media/sets/1548-1.jpg","
Available for purchase on various Stena Line ferries despite the design being based on the Stena Danica which operates between Gothenburg, Sweden and Frederikshavn, Denmark.
"
"1548-2","Helicopter","1985","728","33","https://cdn.rebrickable.com/media/sets/1548-2.jpg",""
"1549-1","Santa and Chimney","1992","227","62","https://cdn.rebrickable.com/media/sets/1549-1.jpg",""
"1550-1","Sterling Super Caravelle","1972","412","50","https://cdn.rebrickable.com/media/sets/1550-1.jpg",""
"155-1","2 Cross Rails, 8 Straight Tracks, 4 Base Plates","1967","235","14","https://cdn.rebrickable.com/media/sets/155-1.jpg",""
"1551-1","Chick","1985","229","6","https://cdn.rebrickable.com/media/sets/1551-1.jpg",""
"1551-2","Sterling Luggage Carrier","1972","412","49","https://cdn.rebrickable.com/media/sets/1551-2.jpg",""
"1552-1","Maersk Line Container Truck","1985","67","442","https://cdn.rebrickable.com/media/sets/1552-1.jpg",""
"1552-2","STERLING Boeing 727","1974","412","46","https://cdn.rebrickable.com/media/sets/1552-2.jpg","
While manufacturer markings are not reflected on the model, this set's boxart officially designated this model as being a Boeing 727.For the similarly designed models released for JAL and Lufthansa, see sets 698-1 and 1560-2.
"
"1554-1","Silja Line Ferry","1986","471","172","https://cdn.rebrickable.com/media/sets/1554-1.jpg",""
"1555-1","Santa Claus","1986","227","19","https://cdn.rebrickable.com/media/sets/1555-1.jpg",""
"1555-2","Sterling Airways Biplane","1978","412","45","https://cdn.rebrickable.com/media/sets/1555-2.jpg",""
"1556-1","Christmas Hearts","1986","227","10","https://cdn.rebrickable.com/media/sets/1556-1.jpg",""
"1557-1","Scooter","1986","130","26","https://cdn.rebrickable.com/media/sets/1557-1.jpg",""
"1558-1","Mobile Command Trailer","1986","130","68","https://cdn.rebrickable.com/media/sets/1558-1.jpg",""
"1559-1","Clown Car","1990","632","4","https://cdn.rebrickable.com/media/sets/1559-1.jpg",""
"1560-1","Glory Glider","1990","67","26","https://cdn.rebrickable.com/media/sets/1560-1.jpg",""
"1560-2","Lufthansa Boeing 727","1976","729","45","https://cdn.rebrickable.com/media/sets/1560-2.jpg","
While manufacturer markings are not reflected on the model, identically designed sets released for other airlines identify the model as a Boeing 727 on their boxart. Currently, no known versions of this set’s boxart have been located to verify that confirmation also exist for this set. For the similarly designed models released for JAL and Sterling, see sets 698-1 and 1552-2.
"
"1560-3","Crest Basic Building Set","1985","467","27","https://cdn.rebrickable.com/media/sets/1560-3.jpg",""
"156-1","2 Signals with Automatic Stop / Go Attachment","1968","235","6","https://cdn.rebrickable.com/media/sets/156-1.jpg",""
"1561-1","Stunt Chopper","1990","67","30","https://cdn.rebrickable.com/media/sets/1561-1.jpg","
Promotional release in conjunction with Kellogg's cereal in the United States.
"
"1561-2","Lufthansa Flight Crew","1976","364","61","https://cdn.rebrickable.com/media/sets/1561-2.jpg","
Available exclusively in Germany in conjunction with a Lufthansa promotion
"
"156-2","Straight Track","1976","235","25","https://cdn.rebrickable.com/media/sets/156-2.jpg",""
"1562-1","Wave Jumper","1990","67","25","https://cdn.rebrickable.com/media/sets/1562-1.jpg",""
"1562-2","Basic Building Set","1985","467","36","https://cdn.rebrickable.com/media/sets/1562-2.jpg",""
"1562-3","Lufthansa Double-Decker","1976","412","51","https://cdn.rebrickable.com/media/sets/1562-3.jpg",""
"1563-1","Track Blaster","1990","67","30","https://cdn.rebrickable.com/media/sets/1563-1.jpg",""
"1570-1","Fabuland Promotion","1986","390","3","https://cdn.rebrickable.com/media/sets/1570-1.jpg",""
"1570541574-1","Crazy Action Contraptions: A LEGO Inventions Book","1998","498","64","https://cdn.rebrickable.com/media/sets/1570541574-1.jpg","
Also known as set B100Written by Don RathjenPublished by Klutz
"
"157-1","Curved Track","1976","235","25","https://cdn.rebrickable.com/media/sets/157-1.jpg",""
"157-2","Automatic Direction Changer","1969","235","7","https://cdn.rebrickable.com/media/sets/157-2.jpg",""
"1572-1","Super Tow Truck","1986","67","80","https://cdn.rebrickable.com/media/sets/1572-1.jpg",""
"157-3","Four Car Auto Transport","1970","423","65","https://cdn.rebrickable.com/media/sets/157-3.jpg",""
"1575-1","Finnjet Ferry","1977","471","508","https://cdn.rebrickable.com/media/sets/1575-1.jpg",""
"1575-2","Basic Set with Board Game","1987","467","240","https://cdn.rebrickable.com/media/sets/1575-2.jpg",""
"1576-1","Happy Face Carry Case","1994","505","31","https://cdn.rebrickable.com/media/sets/1576-1.jpg",""
"1577-1","Medium Bucket","1988","467","217","https://cdn.rebrickable.com/media/sets/1577-1.jpg",""
"1579-1","Animal Fun","1993","505","30","https://cdn.rebrickable.com/media/sets/1579-1.jpg",""
"1580-1","Lunar Scout","1986","130","70","https://cdn.rebrickable.com/media/sets/1580-1.jpg",""
"1580-2","Silja Line Ferry","1977","471","414","https://cdn.rebrickable.com/media/sets/1580-2.jpg","
The design is based on the Silja Line ferry M/S Bore Star which was used on the Turku, Finland to Stockholm, Sweden route from 1975 to 1980. The vessel was renamed numerous times and used in various locations before being ultimately scrapped in 2013.
"
"158-1","Railroad Crossing Gate","1969","235","7","https://cdn.rebrickable.com/media/sets/158-1.jpg",""
"1581-1","Silja Line Ferry","1981","471","183","https://cdn.rebrickable.com/media/sets/1581-1.jpg",""
"1581-2","Delivery Truck","1990","67","123","https://cdn.rebrickable.com/media/sets/1581-2.jpg",""
"1584-1","Knights Challenge","1988","199","168","https://cdn.rebrickable.com/media/sets/1584-1.jpg","
Re-released in 1989 as set 6060-1. Other than the set number, there are no known differences between the two sets.
"
"1588-1","Basic Set","1987","467","27","https://cdn.rebrickable.com/media/sets/1588-1.jpg",""
"1589-1","Town Square","1978","67","443","https://cdn.rebrickable.com/media/sets/1589-1.jpg","
Available exclusively as a promotion in conjunction with Weetabix cereal in the United Kingdom
"
"1589-2","Breakdown Assistance (TCS Version)","1986","67","259","https://cdn.rebrickable.com/media/sets/1589-2.jpg","
Only sold in Switzerland as a promotional product for the Touring Club SchweizFor the very similarly designed, ANWB promotional version available in The Netherlands, see set 1590-2
"
"1590-2","Breakdown Assistance (ANWB Version)","1982","67","263","https://cdn.rebrickable.com/media/sets/1590-2.jpg","
Only sold in The Netherlands as a promotional product for the Algemene Nederlandse Wielrijders Bond (ANWB)For the very similarly designed, TCS promotional version available in Switzerland, see set 1589-2.
"
"159-1","Crossover, Straight Rails","1976","235","25","https://cdn.rebrickable.com/media/sets/159-1.jpg",""
"1591-1","Danone Truck","1980","67","40","https://cdn.rebrickable.com/media/sets/1591-1.jpg",""
"1591-2","Bucket","1991","505","35","https://cdn.rebrickable.com/media/sets/1591-2.jpg",""
"1592-1","Town Square - Castle Scene","1980","67","496","https://cdn.rebrickable.com/media/sets/1592-1.jpg","
UK Weetabix promotional set. Also available in Germany as a small independent retailer promo. See also 1592-2 for Dutch version. Identical to 1592-2 except for flag and stickers.
"
"1592-2","Town Square - Castle Scene (Dutch Version)","1983","67","496","https://cdn.rebrickable.com/media/sets/1592-2.jpg","
Unilever Unox Soup promotional set. See also 1592-1 for UK & German version.The Dutch version has a different flag, stickers for a soup and sausage stand [instead of fish and chips], 'Kiosk' instead of 'Books', and 'Legoland Festival' instead of 'Legoland Carnival'. The box art was also slightly different in flower petal colour placement, although the inventories were the same.
"
"1593-1","Super Model","1983","130","314","https://cdn.rebrickable.com/media/sets/1593-1.jpg",""
"1593270542-1","The Unofficial LEGO Builder's Guide","2005","497","0","https://cdn.rebrickable.com/media/sets/1593270542-1.jpg","
Also seen with number 4506493 in UK LEGO catalogues.Written by Allan BedfordPublished by No Starch Press352 pages
"
"1593276109-1","The LEGO Adventure Book, Vol. 3: Robots, Planes, Cities & More!","2015","497","0","https://cdn.rebrickable.com/media/sets/1593276109-1.jpg",""
"1594-1","Rabbit and Bear Friend","1992","505","13","https://cdn.rebrickable.com/media/sets/1594-1.jpg",""
"1595-1","Girl with Cat","1993","505","17","https://cdn.rebrickable.com/media/sets/1595-1.jpg",""
"1596-1","Ghostly Hideout","1993","203","37","https://cdn.rebrickable.com/media/sets/1596-1.jpg",""
"1597-1","Castle 3-Pack","1993","186","0","https://cdn.rebrickable.com/media/sets/1597-1.jpg",""
"1598-1","Basic Set","1987","467","38","https://cdn.rebrickable.com/media/sets/1598-1.jpg",""
"1599-1","Britannia Airways","1987","729","104","https://cdn.rebrickable.com/media/sets/1599-1.jpg",""
"160-1","Magnetic Couplings","1968","235","6","https://cdn.rebrickable.com/media/sets/160-1.jpg",""
"1601-1","Conveyance","1976","416","200","https://cdn.rebrickable.com/media/sets/1601-1.jpg","
Available exclusively in Germany in VEDES affiliated toy stores. The referenced “Schmidt & Co” is fictional and unaffiliated with any of the similarly named German companies.
"
"1602-1","Giraffe","1987","467","16","https://cdn.rebrickable.com/media/sets/1602-1.jpg",""
"1603-1","Trial Size Imagination","1987","467","13","https://cdn.rebrickable.com/media/sets/1603-1.jpg",""
"1604-1","Lion","1987","467","17","https://cdn.rebrickable.com/media/sets/1604-1.jpg",""
"1605-1","Snail","1987","467","14","https://cdn.rebrickable.com/media/sets/1605-1.jpg",""
"1606-1","Car","1987","467","23","https://cdn.rebrickable.com/media/sets/1606-1.jpg",""
"1607-1","Helicopter","1987","467","26","https://cdn.rebrickable.com/media/sets/1607-1.jpg",""
"1608-1","Aeroplane","1987","465","24","https://cdn.rebrickable.com/media/sets/1608-1.jpg",""
"1609-1","Ship","1987","467","31","https://cdn.rebrickable.com/media/sets/1609-1.jpg",""
"16-1","Transparent Bricks","1988","443","32","https://cdn.rebrickable.com/media/sets/16-1.jpg",""
"1610-1","Police Car","1991","67","23","https://cdn.rebrickable.com/media/sets/1610-1.jpg",""
"1610-2","Martinair Cessna","1978","412","83","https://cdn.rebrickable.com/media/sets/1610-2.jpg",""
"161-1","Battery Wagon with Signal and Direction - Changing","1972","235","8","https://cdn.rebrickable.com/media/sets/161-1.jpg",""
"1611-1","Dune Buggy","1991","67","21","https://cdn.rebrickable.com/media/sets/1611-1.jpg",""
"1611-2","Martinair DC-9","1978","412","64","https://cdn.rebrickable.com/media/sets/1611-2.jpg",""
"1612-1","Victory Racer","1988","67","30","https://cdn.rebrickable.com/media/sets/1612-1.jpg",""
"1613-1","Basic Set in Bucket","1987","467","375","https://cdn.rebrickable.com/media/sets/1613-1.jpg",""
"1614-1","Build-a-Farm","1993","632","28","https://cdn.rebrickable.com/media/sets/1614-1.jpg",""
"1615-1","Basic Set","1987","467","376","https://cdn.rebrickable.com/media/sets/1615-1.jpg",""
"1616-1","Space Combi-Pack","1989","132","0","https://cdn.rebrickable.com/media/sets/1616-1.jpg",""
"1617-1","Small Bucket","1988","467","155","https://cdn.rebrickable.com/media/sets/1617-1.jpg",""
"1619-1","Storage Bucket","1986","467","260","https://cdn.rebrickable.com/media/sets/1619-1.jpg",""
"1620-1","Astro Dart","1990","132","30","https://cdn.rebrickable.com/media/sets/1620-1.jpg",""
"1620-2","Factory","1978","67","234","https://cdn.rebrickable.com/media/sets/1620-2.jpg",""
"162-1","Locomotive without Motor","1977","235","210","https://cdn.rebrickable.com/media/sets/162-1.jpg",""
"1621-1","Lunar MPV Vehicle","1990","132","96","https://cdn.rebrickable.com/media/sets/1621-1.jpg",""
"1624-1","King's Archer","1993","188","22","https://cdn.rebrickable.com/media/sets/1624-1.jpg",""
"1625-1","Snowman","1989","227","40","https://cdn.rebrickable.com/media/sets/1625-1.jpg",""
"1626-1","Angel","1989","227","33","https://cdn.rebrickable.com/media/sets/1626-1.jpg",""
"1627-1","Santa","1989","227","36","https://cdn.rebrickable.com/media/sets/1627-1.jpg",""
"1628-1","Santa on Sleigh with Reindeer","1989","227","63","https://cdn.rebrickable.com/media/sets/1628-1.jpg",""
"1630-1","Helicopter","1990","67","27","https://cdn.rebrickable.com/media/sets/1630-1.jpg","
A continental EU only set.
"
"163-1","Cargo Wagon","1977","235","128","https://cdn.rebrickable.com/media/sets/163-1.jpg",""
"1631-1","Black Racer","1990","67","23","https://cdn.rebrickable.com/media/sets/1631-1.jpg","
A continental EU only set.
"
"1632-1","Motor Boat","1990","67","28","https://cdn.rebrickable.com/media/sets/1632-1.jpg","
A continental EU only set.
"
"1633-1","Loader Tractor","1990","67","24","https://cdn.rebrickable.com/media/sets/1633-1.jpg","
Available only in continental Europe. A promotional version, included with various Colgate products globally, was released as set 1692-1. There is no distinction between the two sets other than the set numbers.
"
"1635-1","Fire Dispatch","1991","632","19","https://cdn.rebrickable.com/media/sets/1635-1.jpg",""
"1636-1","Small Bucket","1990","467","186","https://cdn.rebrickable.com/media/sets/1636-1.jpg",""
"1637-1","Large Bucket","1990","467","493","https://cdn.rebrickable.com/media/sets/1637-1.jpg",""
"1638-1","Blue Bucket","1990","467","466","https://cdn.rebrickable.com/media/sets/1638-1.jpg",""
"1639-1","Large Bucket","1990","467","675","https://cdn.rebrickable.com/media/sets/1639-1.jpg",""
"1640-1","Tuttle the Turtle","1989","505","6","https://cdn.rebrickable.com/media/sets/1640-1.jpg","
McDonalds Happy Meal Promotion
"
"164-1","Passenger Wagon","1978","235","158","https://cdn.rebrickable.com/media/sets/164-1.jpg",""
"1641-1","Crocodile","1989","505","6","https://cdn.rebrickable.com/media/sets/1641-1.jpg",""
"1642-1","Lego Motion 3B, Sea Eagle","1989","728","15","https://cdn.rebrickable.com/media/sets/1642-1.jpg",""
"1642-2","Lego Motion 3B, Sea Eagle - International version","1994","728","15","https://cdn.rebrickable.com/media/sets/1642-2.jpg",""
"1643-1","Lego Motion 2B, Lightning Striker","1989","728","16","https://cdn.rebrickable.com/media/sets/1643-1.jpg",""
"1644-1","Lego Motion 4A, Wind Whirler","1989","728","17","https://cdn.rebrickable.com/media/sets/1644-1.jpg",""
"1644-2","Lego Motion 4A, Wind Whirler - International version","1994","728","17","https://cdn.rebrickable.com/media/sets/1644-2.jpg",""
"1645-1","Lego Motion 1A, Gyro Bird","1989","728","19","https://cdn.rebrickable.com/media/sets/1645-1.jpg",""
"1646-1","Lego Motion 3A, Land Laser","1989","728","17","https://cdn.rebrickable.com/media/sets/1646-1.jpg",""
"1646-2","Lego Motion 3A, Land Laser - International version","1994","728","17","https://cdn.rebrickable.com/media/sets/1646-2.jpg",""
"1647-1","Lego Motion 1B, Turbo Force","1989","728","14","https://cdn.rebrickable.com/media/sets/1647-1.jpg",""
"1648-1","Lego Motion 2A, Swamp Stinger","1989","728","16","https://cdn.rebrickable.com/media/sets/1648-1.jpg",""
"1649-1","Lego Motion 4B, Sea Skimmer","1989","728","17","https://cdn.rebrickable.com/media/sets/1649-1.jpg",""
"1649-2","Lego Motion 4B, Sea Skimmer - International version","1994","728","17","https://cdn.rebrickable.com/media/sets/1649-2.jpg",""
"1650-1","Maersk Line Container Ship","1974","363","220","https://cdn.rebrickable.com/media/sets/1650-1.jpg","
Maersk promotional set.  The Black 2x3 Brick used for the funnel, has wrap around stickers that make it appear to be a Maersk Blue Brick in the picture.
"
"165-1","Cargo Station","1978","235","265","https://cdn.rebrickable.com/media/sets/165-1.jpg",""
"1651-1","Basic Building Set Trial Size","1993","467","30","https://cdn.rebrickable.com/media/sets/1651-1.jpg",""
"1651-2","Maersk Line Container Truck","1980","67","306","https://cdn.rebrickable.com/media/sets/1651-2.jpg",""
"1652-1","Basic Set","1994","467","44","https://cdn.rebrickable.com/media/sets/1652-1.jpg",""
"1655-1","Viking Line Ferry","1985","471","176","https://cdn.rebrickable.com/media/sets/1655-1.jpg",""
"1656-1","Evacuation Team","1991","67","244","https://cdn.rebrickable.com/media/sets/1656-1.jpg",""
"1656-2","Viking Line Ferry","1982","471","178","https://cdn.rebrickable.com/media/sets/1656-2.jpg",""
"1657-1","Bird","1990","505","6","https://cdn.rebrickable.com/media/sets/1657-1.jpg",""
"1658-1","Viking Line Ferry","1982","471","203","https://cdn.rebrickable.com/media/sets/1658-1.jpg",""
"1660-1","Kronprins Frederik Ferry","1996","471","165","https://cdn.rebrickable.com/media/sets/1660-1.jpg",""
"166-1","Flat Wagon","1978","235","51","https://cdn.rebrickable.com/media/sets/166-1.jpg",""
"1661-2","Basic Building Set in Bucket","1989","467","418","https://cdn.rebrickable.com/media/sets/1661-2.jpg",""
"1662-1","Basic Building Set in Bucket","1989","467","632","https://cdn.rebrickable.com/media/sets/1662-1.jpg",""
"1663-1","Basic Building Set in Bucket","1989","467","451","https://cdn.rebrickable.com/media/sets/1663-1.jpg",""
"1664-1","Bird","1992","505","2","https://cdn.rebrickable.com/media/sets/1664-1.jpg",""
"1665-1","Dual FX Racers","1990","67","108","https://cdn.rebrickable.com/media/sets/1665-1.jpg",""
"1666-1","Brick Vac","1991","467","140","https://cdn.rebrickable.com/media/sets/1666-1.jpg",""
"1668-1","Basic Building Set Trial Size","1992","467","30","https://cdn.rebrickable.com/media/sets/1668-1.jpg",""
"1670-1","Basic Building Set Trial Size","1992","467","28","https://cdn.rebrickable.com/media/sets/1670-1.jpg",""
"167-1","Loading Ramp and Car Transport Wagon","1978","235","100","https://cdn.rebrickable.com/media/sets/167-1.jpg",""
"1672-1","Circus","1990","632","18","https://cdn.rebrickable.com/media/sets/1672-1.jpg",""
"1673-1","Zoo Train","1992","632","8","https://cdn.rebrickable.com/media/sets/1673-1.jpg",""
"1675-1","LEGOLAND Triple Pack","1990","559","0","https://cdn.rebrickable.com/media/sets/1675-1.jpg",""
"1676-1","Basic Building Set","1990","467","22","https://cdn.rebrickable.com/media/sets/1676-1.jpg",""
"1677-1","Rabbit","1990","229","25","https://cdn.rebrickable.com/media/sets/1677-1.jpg",""
"1678-1","Basic Building Set Trial Size","1991","467","49","https://cdn.rebrickable.com/media/sets/1678-1.jpg",""
"1679-1","Basic Building Set","1990","467","43","https://cdn.rebrickable.com/media/sets/1679-1.jpg",""
"1680-1","Hay Cart with Smugglers","1990","194","67","https://cdn.rebrickable.com/media/sets/1680-1.jpg",""
"1681-1","Oval Rattle","1989","663","1","https://cdn.rebrickable.com/media/sets/1681-1.jpg",""
"1682-1","Space Shuttle","1990","67","420","https://cdn.rebrickable.com/media/sets/1682-1.jpg",""
"1685-1","Pre-School Building Set","1987","505","69","https://cdn.rebrickable.com/media/sets/1685-1.jpg",""
"1687-1","Midnight Transport","1993","67","275","https://cdn.rebrickable.com/media/sets/1687-1.jpg",""
"1688-1","Large Bucket for Her","1993","467","216","https://cdn.rebrickable.com/media/sets/1688-1.jpg",""
"1690-1","Helicopter","1990","67","27","https://cdn.rebrickable.com/media/sets/1690-1.jpg","
Promotional release of set 1630-1 along with a tube of Colgate toothpaste.
"
"1692-1","Tractor Loader","1990","50","24","https://cdn.rebrickable.com/media/sets/1692-1.jpg","
Promotional release of set 1633-1 included with various Colgate products. There is no distinction between the two sets other than the set numbers.
"
"1693-1","Turbo Force","1992","67","26","https://cdn.rebrickable.com/media/sets/1693-1.jpg","
Boxed version of the model from set 1461-1. This version does not include a minifigure.
"
"1694-1","Galactic Scout","1992","129","23","https://cdn.rebrickable.com/media/sets/1694-1.jpg",""
"1695-1","Treasure Chest","1992","199","24","https://cdn.rebrickable.com/media/sets/1695-1.jpg",""
"1696-1","Pirate Lookout","1992","148","17","https://cdn.rebrickable.com/media/sets/1696-1.jpg","
For the polybag-version, see set 1464-1.
"
"1698-1","Basic Building Set Trial Size","1991","467","26","https://cdn.rebrickable.com/media/sets/1698-1.jpg",""
"1699-1","Small Bucket","1993","467","179","https://cdn.rebrickable.com/media/sets/1699-1.jpg",""
"1-7","Basic Set","1973","469","107","https://cdn.rebrickable.com/media/sets/1-7.jpg",""
"170-1","Push Along Play Train","1972","235","87","https://cdn.rebrickable.com/media/sets/170-1.jpg",""
"1701-1","Basic Building Set Trial Size","1994","467","26","https://cdn.rebrickable.com/media/sets/1701-1.jpg",""
"1701-2","Bionicle Gali Pen","2001","739","16","https://cdn.rebrickable.com/media/sets/1701-2.jpg",""
"1702-1","Fire Fighter 4 x 4","1994","67","59","https://cdn.rebrickable.com/media/sets/1702-1.jpg",""
"1702-2","Bionicle Kopaka Pen","2001","739","16","https://cdn.rebrickable.com/media/sets/1702-2.jpg",""
"1703-1","Dalmatian Station Building Set","1994","467","181","https://cdn.rebrickable.com/media/sets/1703-1.jpg",""
"1703-2","Bionicle Lewa Pen","2001","739","17","https://cdn.rebrickable.com/media/sets/1703-2.jpg",""
"1704-1","Ice Planet Satellite Plough","1994","133","47","https://cdn.rebrickable.com/media/sets/1704-1.jpg","
The name for this set is speculative, there's no agreement on a definitive name, LEGO never named it.
"
"1704-2","Bionicle Onua Pen","2001","739","16","https://cdn.rebrickable.com/media/sets/1704-2.jpg",""
"1705-1","Large Dinosaur Bucket","1994","467","327","https://cdn.rebrickable.com/media/sets/1705-1.jpg",""
"1705-2","Bionicle Pohatu Pen","2001","739","16","https://cdn.rebrickable.com/media/sets/1705-2.jpg",""
"1706-1","Bionicle Tahu Pen","2001","739","16","https://cdn.rebrickable.com/media/sets/1706-1.jpg",""
"1708-1","Large Bucket","1994","467","665","https://cdn.rebrickable.com/media/sets/1708-1.jpg",""
"1708-2","Bionicle Limited Edition Pen","2001","739","8","https://cdn.rebrickable.com/media/sets/1708-2.jpg",""
"1709-1","Darth Vader Pen","2002","739","17","https://cdn.rebrickable.com/media/sets/1709-1.jpg",""
"17-1","Hinges","1985","443","3","https://cdn.rebrickable.com/media/sets/17-1.jpg",""
"1710-1","Snowmobile","1994","67","24","https://cdn.rebrickable.com/media/sets/1710-1.jpg",""
"17101-1","Creative Toolbox","2017","301","847","https://cdn.rebrickable.com/media/sets/17101-1.jpg",""
"1710-2","R2-D2 Pen","2002","739","14","https://cdn.rebrickable.com/media/sets/1710-2.jpg",""
"171-1","Complete Train Set Without Motor","1972","235","147","https://cdn.rebrickable.com/media/sets/171-1.jpg",""
"1711-1","Ice Planet Scooter","1994","133","19","https://cdn.rebrickable.com/media/sets/1711-1.jpg",""
"1711-2","C-3PO Pen","2002","739","15","https://cdn.rebrickable.com/media/sets/1711-2.jpg",""
"1712-1","Crossbow Cart","1994","190","23","https://cdn.rebrickable.com/media/sets/1712-1.jpg","
For boxed version, see set 1732-1.
"
"1712-2","Anakin Skywalker Pen","2002","739","17","https://cdn.rebrickable.com/media/sets/1712-2.jpg","
Originally released with a typo in the name. It is unknown how many copies with Anakin Skywlaker were put into circulation and when the version with the correct spelling was released.
"
"1713-1","Shipwrecked Pirate","1994","148","23","https://cdn.rebrickable.com/media/sets/1713-1.jpg","
For the boxed version, see set 1733-1.
"
"1713-2","Jango Fett Pen","2002","739","16","https://cdn.rebrickable.com/media/sets/1713-2.jpg","
Replaced with similar 2851070-1 pen in 2008
"
"1714-1","Surveillance Scooter","1995","142","23","https://cdn.rebrickable.com/media/sets/1714-1.jpg","
Polybag versionFor the boxed version, see set 1954-1.For the version in a polybag inserted into a box with Kabaya sweets and sold in Japan, see set 3013-1.
"
"1714-2","Clone Trooper Pen","2002","739","15","https://cdn.rebrickable.com/media/sets/1714-2.jpg",""
"1715-1","Special Value","1995","467","400","https://cdn.rebrickable.com/media/sets/1715-1.jpg",""
"1715-3","Bionicle Gahlok Pen","2002","739","14","https://cdn.rebrickable.com/media/sets/1715-3.jpg",""
"1716-1","Starter Set with Building Plates","1994","467","201","https://cdn.rebrickable.com/media/sets/1716-1.jpg",""
"1716-2","Bionicle Kohrak Pen","2002","739","16","https://cdn.rebrickable.com/media/sets/1716-2.jpg",""
"1717-1","Bionicle Lehvak Pen","2002","739","16","https://cdn.rebrickable.com/media/sets/1717-1.jpg",""
"1718-1","Bionicle Nuhvok Pen","2002","739","16","https://cdn.rebrickable.com/media/sets/1718-1.jpg",""
"1719-1","Freestyle Bricks and Plates","1995","399","199","https://cdn.rebrickable.com/media/sets/1719-1.jpg",""
"1719-2","Bionicle Pahrak Pen","2002","739","16","https://cdn.rebrickable.com/media/sets/1719-2.jpg",""
"1720-1","Cactus Canyon Value Pack","1994","67","0","https://cdn.rebrickable.com/media/sets/1720-1.jpg",""
"1720-2","Bionicle Tahnok Pen","2002","739","16","https://cdn.rebrickable.com/media/sets/1720-2.jpg",""
"1721-1","Sandypoint Marina Value Pack","1994","67","0","https://cdn.rebrickable.com/media/sets/1721-1.jpg",""
"1722-1","Rescue / Ice Planet Combi Pack","1994","559","0","https://cdn.rebrickable.com/media/sets/1722-1.jpg",""
"1723-1","Castle / Pirates Combi Pack","1994","559","0","https://cdn.rebrickable.com/media/sets/1723-1.jpg",""
"1724-1","Bird","1994","465","9","https://cdn.rebrickable.com/media/sets/1724-1.jpg",""
"1725-1","Dinosaur","1994","465","11","https://cdn.rebrickable.com/media/sets/1725-1.jpg",""
"1726-1","Girl","1994","465","7","https://cdn.rebrickable.com/media/sets/1726-1.jpg",""
"1727-1","Horse","1994","465","10","https://cdn.rebrickable.com/media/sets/1727-1.jpg",""
"1727-2","Chewbacca Pen","2002","739","15","https://cdn.rebrickable.com/media/sets/1727-2.jpg",""
"1728-1","Crystal Crawler","1996","308","97","https://cdn.rebrickable.com/media/sets/1728-1.jpg","
Available for purchase only in North America.A version of this set without the raised seabed baseplate was available for purchase worldwide (including in North America) as set 6145-1. Both sets included the same building instruction booklet which identified both set numbers on its cover.
"
"1728-2","Darth Maul Pen","2002","739","13","https://cdn.rebrickable.com/media/sets/1728-2.jpg","
Minifigure may be 1 glued part or 5 separate parts. If you can help clarify this please submit a CR.
"
"1729-1","Barnacle Bay Value Pack","1994","148","0","https://cdn.rebrickable.com/media/sets/1729-1.jpg",""
"1729-2","Luke Skywalker Pen","2003","739","14","https://cdn.rebrickable.com/media/sets/1729-2.jpg",""
"1730-1","Snow Scooter","1994","67","24","https://cdn.rebrickable.com/media/sets/1730-1.jpg",""
"1730-2","Paploo Pen","2003","739","15","https://cdn.rebrickable.com/media/sets/1730-2.jpg",""
"1731-1","Ice Planet Scooter","1994","133","19","https://cdn.rebrickable.com/media/sets/1731-1.jpg",""
"1731-2","Stormtrooper Pen","2003","739","15","https://cdn.rebrickable.com/media/sets/1731-2.jpg",""
"1732-1","Crossbow Cart","1994","190","23","https://cdn.rebrickable.com/media/sets/1732-1.jpg","
For polybag version, see set 1712-1.
"
"1732-2","Obi-Wan Kenobi Pen","2003","739","16","https://cdn.rebrickable.com/media/sets/1732-2.jpg",""
"1733-1","Shipwrecked Pirate","1994","148","23","https://cdn.rebrickable.com/media/sets/1733-1.jpg","
For the polybag version, see set 1713-1.
"
"1733-2","Tusken Raider Pen","2003","739","15","https://cdn.rebrickable.com/media/sets/1733-2.jpg","
There are two parts in this inventory that are designated Unknown. These are actually Chrome Red however Chrome Red is not an official LEGO color and thus has no entry on rebrickable. This is because these buildable pens were produced by a separate company.
"
"1734-1","Yoda Pen","2003","739","14","https://cdn.rebrickable.com/media/sets/1734-1.jpg",""
